MT	ATP6
MT	ATP8
MT	COX1
MT	COX2
MT	COX3
MT	CYTB
MT	mt.Rnr1
MT	mt.Rnr2
MT	ND1
MT	ND2
MT	ND3
MT	ND4
MT	ND4L
MT	ND5
MT	ND6
MT	TrnA
MT	TrnC
MT	TrnD
MT	TrnE
MT	TrnF
MT	TrnG
MT	TrnH
MT	TrnI
MT	TrnK
MT	TrnL1
MT	TrnL2
MT	TrnM
MT	TrnN
MT	TrnP
MT	TrnQ
MT	TrnR
MT	TrnS1
MT	TrnS2
MT	TrnT
MT	TrnV
MT	TrnW
MT	TrnY
